name;price;display_size;display_tech;back_cam;front_cam;CPU;RAM;storage_cap;battery;resolution;screen_func;os;refresh_rate;GPU;waterproof;max_charging
samsung galaxy m55;6990000.0;6.7 inches;Super AMOLED Plus;"Camera góc rộng: 50 MP, f/1.8, 1/1.56"", 1.0µm, PDAF, OIS  Camera góc siêu rộng: 8 MP, f/2.2, 123˚ Camera macro: 2 MP, f/2.4";Camera góc rộng: 50 MP, f/2.4;Qualcomm Snapdragon 7 Gen 1 (4 nm);8 GB;256 GB;5000 mAh;1080 x 2400 pixels (FullHD+);Tần số quét 120Hz, 1000 nits;Android 14;;;;
samsung galaxy s24 fe;11490000.0;6.7 inches;Dynamic AMOLED;50MP + 12vMP + 8MP;10MP;Exynos 2400e (4nm);8 GB;128 GB;4700 mAh;1080 x 2400 pixels (FullHD+);120Hz;Android 14;;Xclipse 940;IP68;25 W
samsung galaxy a55;7590000.0;6.6 inches;Super AMOLED;Camera chính: 50 MP OIS+HDR  Camera góc rộng: 12MP Camera macro: 5MP;32 MP;Exynos 1480 4nm 2.4GHz;8 GB;128 GB;5000 mAh;1080 x 2340 pixels (FullHD+);Tần số quét 120Hz, 1000nits96% DCI-P3, 1000 nits, Gorilla Glass 7+;Android 14;;;;
xiaomi redmi note 13 pro plus;6490000.0;6.67 inches;AMOLED;Chính 200 MP & Phụ 8 MP, 2 MP;16 MP;Mediatek Dimensity 7200 Ultra (4 nm);8 GB;256 GB;5000 mAh;1220 x 2712 pixels;Tần số quét 120Hz;Android 13;;;;
xiaomi poco x6 pro;7540000.0;6.67 inches;AMOLED;Camera góc siêu rộng: 64 MP, f/1.7Camera góc siêu rộng: 8 MP, 120° FOV, f/2.2Camera macro: 2 MP, f/2.4;Camera góc siêu rộng: 16 MP;Dimensity 8300-Ultra;8 GB;256 GB;5000 mAh;1220 x 2712 pixels;68 tỷ màu, tần số 120Hz, Dolby Vision, HDR10+, 1800 nits, 5,000,000:1, DCI-P3Corning Gorilla Glass 5;Android 14;;;;
honor win rt;0.0;6.83 inches;TFT LCD;Camera chính: 50 MPCamera telephoto: 50 MPCamera góc siêu rộng: 12 MP;50 MP;Snapdragon 8 Elite;;;10.000 mAh;;Độ phân giải màn hình: FHD+ 1272*2800True 1,07 tỷ màu, gam màu rộng DCI-P3Độ sáng đỉnh tối đa: 6000nitsĐộ sáng đỉnh toàn cầu: 2000nitsĐộ sáng tối thiểu: 1nitHỗ trợ đa chạm, lên đến 10 chạm;MagicOS 10 (dựa trên Android 16);;;;
realme gt neo 3;0.0;6.7 inches;AMOLED;"Camera góc rộng: 50 MP, f/1.9, 24mm, 1/1.56"", 1.0µm, PDAF, OISCamera góc siêu rộng:8 MP, f/2.3, 15mm, 120˚, 1/4.0"", 1.12µmCamera macro: 2 MP, f/2.4";"Camera góc rộng: 16 MP, f/2.5, 26mm, 1/3.09"", 1.0µm";Mediatek Dimensity 8100 (5 nm);6 GB;128 GB;5000 mAh;1080 x 2412 pixels;1 tỷ màu, tần số quét 120Hz, HDR10+ Kính cường lực Corning Gorilla Glass 5;Android 12;;;;
samsung galaxy a15 lte;4290000.0;6.5 inches;Super AMOLED;Chính 50 MP & Phụ 5 MP, 2 MP;13MP;MediaTek G99;8 GB;128 GB;5000 mAh;1080 x 2340 pixels (FullHD+);Tần số quét 90 HzĐộ sáng tối đa: 800 nitsMặt kính cảm ứng: Kính cường lực;Android 14;;;;
samsung galaxy s20 fe;7200000.0;6.5 inches;Super AMOLED;Camera chính: 12 MP, f/1.8  Camera tele: 8 MP, f/2.0, zoom quang 3x Camera góc siêu rộng: 12 MP, f/2.2;32 MP, f/2.0, AF;Snapdragon 865;8 GB;256 GB;Li-Po 4500 mAh, sạc nhanh 25W, sạc không dây cho các thiết bị ngoại vi 5.4W;1080 x 2400 pixels (FullHD+);Tần số quét 120 Hz, mặt kính cảm ứng cong 2.5D;Android 10, One UI 2.5;;;;
samsung galaxy s22 ultra online;18990000.0;6.8 inches;Dynamic AMOLED 2X;108 MP, f/1.8 góc rộng10 MP, f/4.910 MP, f/2.412 MP, f/2.2 góc siêu rộng;40 MP, f/2.2;Snapdragon 8 Gen 1 (4 nm);12 GB;256 GB;5000 mAh;1440 x 3088 pixels (QHD+);Tần số quét 120HzCông nghệ HDR10+, 1750 nits;Android 12;;;;
honor 400 lite;7680000.0;6.7 inches;AMOLED;Camera chính 108MP (f/1.75) + Camera góc rộng & sâu 5MP (f/2.2);Camera 16MP (f/2.45), Đèn Flash Selfie;MediaTek Dimensity 7025-Ultra;12 GB;256 GB;5230 mAh;2412 x 1080 pixels;Cử chỉ đa chạm (tối đa 10 điểm chạm), 16,7 triệu màu, 100% DCI-P3, Hỗ trợ 1,07 tỷ màu;MagicOS 9.0 (Dựa trên Android 15);120 Hz;IMG BXM-8-256;IP65;35 W
xiaomi poco m6;3190000.0;6.79 inches;IPS LCD;Camera chính: 108MP siêu rõ ống kính 6P, f/1,75Camera macro: 2MP f/2,4;13MP, f/2,45;Helio G91-Ultra;6 GB;128 GB;5030 mAh;2460x1080 pixels;396 ppiLên đến 90Hz450 nit;Android 13;;;;
vivo iqoo z9 turbo;0.0;6.72 inches;OLED;Chống rung quang học (OIS) và camera góc siêu rộng 8MP;16MP;Snapdragon 8s Gen 3;12 GB;256 GB;6000 mAh;;Độ phân giải 1.5K, độ sáng 4500 nits, tần số quét 144Hz;Android 14;;;;
oppo find n;0.0;7.1 inch;LTPO AMOLED;Camera góc rộng: 50 MP, f/1.8, OISCamera Tele: 13 MP, f/2.4, 2x optical zoom, PDAFCamera góc siêu rộng:16 MP, f/2.2;Camera góc rộng: 32 MP, f/2.4Camera phụ: 32 MP, f/2.4;Qualcomm SM8350 Snapdragon 888 5G (5nm);8 GB;256 GB;4500 mAh;;Màn hình chính: LTPO AMOLED có thể gập lại, 1792 x 1920 pixel, tần số quét 120Hz, HDR10+, 500 nit, 1000 nit Màn hình phụ: 5,49 inch, 988 x 1972 pixel, AMOLED, Corning Gorilla Glass Victus;Android 11;;;;
samsung galaxy s21 fe;8800000.0;6.4 inches;Dynamic AMOLED 2X;Camera góc rộng: 12 MP, f/1.8, PDAF, OIS  Camera tele: 8 MP, f/2.4, 3x optical zoom  Camera góc siêu rộng: 12 MP, f/2.2;32 MP, f/2.2;Exynos 2100 (5nm);8 GB;128 GB;4500mAh;1080 x 2340 pixels (FullHD+);Tần số quét 120 Hz, 1200 nits, Kính cường lực Corning Gorilla Glass Victus;Android 12;;;;
tecno spark 40;3590000.0;6.67 inches;LCD;50MP + Dual Flash;8MP + Dual Flash;MediaTek Helio G91;8 GB;256 GB;5200mAh;720 x 1600 pixel;Dynamic Port 2.0Độ sáng tối đa 700 nits;Android 15;120 Hz;Mali-G52;IP64;
poco x5;4490000.0;6.67 inches;AMOLED;Camera góc rộng: 48MP, f/1.8, PDAF  Camera góc siêu rộng: 8MP, f/2.2, 118˚ Camera macro: 2MP, f/2.4;Camera góc rộng: 13MP, f/2.5;Snapdragon 695 5G (6 nm);6 GB;128 GB;5000 mAh;1080 x 2400 pixels (FullHD+);Tần số quét 120 HzĐộ sáng: 700 nit (HBM), 1200 nit (cao nhất) Corning Gorilla Glass 3Gam màu rộng DCI-P3395 ppiMàn hình SunlightChế độ đọc 3.0;MIUI 13 (Android 12);;;;
oppo a18;2890000.0;6.56 inches;IPS LCD;Chính 8 MP & Phụ 2 MP;5 MP;MediaTek Helio G85 8 nhân;4 GB;64 GB;5,000mAh;720 x 1612 (HD+);Tần số quét 90 HzĐộ sáng tối đa: 720 nitsMặt kính cảm ứng:  Kính cường lực Panda;Android 13;90 Hz;Mali-G52 MP2;IP54;
iphone 12 pro i vn;24990000.0;6.1 inches;OLED;"12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.0, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom 12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6"" TOF 3D LiDAR scanner (depth)";"12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D, (depth/biometrics sensor)";Apple A14 Bionic (5 nm);6 GB;128 GB;Li-Ion, sạc nhanh 20W, sạc không dây 15W, USB Power Delivery 2.0;1170 x 2532 pixels;HDR10Dolby VisionTrue-tone;iOS 14.1 hoặc cao hơn (Tùy vào phiên bản phát hành);;;;
samsung galaxy s23 ultra;22290000.0;6.8 inches;Dynamic AMOLED 2X;Siêu rộng: 12MP F2.2 (Dual Pixel AF)Chính: 200MP F1.7 OIS ±3° (Super Quad Pixel AF)Tele 1: 10MP F4.9 (10X, Dual Pixel AF) OIS,Tele 2: 10MP F2.4 (3X, Dual Pixel AF) OIS Thu phóng chuẩn không gian 100X;12MP F2.2 (Dual Pixel AF);Snapdragon 8 Gen 2 (4 nm);12 GB;512 GB;5000 mAh;1440 x 3088 pixels (QHD+);120Hz, HDR10+, 1750 nits, Gorilla Glass Victus 2;Android;;;;
redmi k50 gaming edition;0.0;6.67 inches;OLED;"Camera góc rộng: 64 MP, f/1.9, 26mm, 1/1.73"", 0.8µm, PDAFCamera góc siêu rộng:8 MP, f/2.2, 120˚Camera macro: 2 MP, f/2.4";"Camera góc rộng: 20 MP, f/2.4, 1/2.0"", 0.8µm";Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm);8 GB;128 GB;4700 mAh;1080 x 2400 pixels (FullHD+);1 tỷ màu, 120Hz, HDR10+, 800 nits (HBM)Corning Gorilla Glass Victus;MIUI 13, Android 12.;;;;
tecno pova 6;5390000.0;6.78 inches;AMOLED;108M + AI;Camera trước 32MP với đèn flash kép;MediaTek G99 Ultimate;8 GB;256 GB;6.000 mAh;1080 x 2436 pixels;;Android 14;;;;
samsung galaxy s22 ultra;0.0;6.8 inches;Dynamic AMOLED 2X;108 MP, f/1.8 góc rộng10 MP, f/4.910 MP, f/2.412 MP, f/2.2 góc siêu rộng;40 MP, f/2.2;Snapdragon 8 Gen 1 8 nhân;8 GB;128 GB;5000 mAh;1440 x 3088 pixels (QHD+);Tần số quét 120Hz,1750 nits;Android 12;;;;
samsung galaxy s23 online;13790000.0;6.1 inches;Dynamic AMOLED 2X;Camera chính 50 MP & Phụ 12 MP, 10 MP;12MP;Snapdragon 8 Gen 2 for Galaxy;8 GB;128 GB;3900 mAh;1080 x 2340 pixels (FullHD+);Tần số quét 120Hz, Độ sáng tối đa 1750 nitsKính cường lực Corning Gorilla Glass Victus 2;Android 13;;;;
nubia red magic 9 pro;0.0;6.8 inches;AMOLED;"Camera góc rộng: 50 MP, 1/1.57"", 1.0µm, PDAF, OISCamera siêu góc rộng: 50 MP, 1/2.76"", 0.64µm Camera macro:2 MP, f/2.4";Camera góc rộng: 16 MP, f/2.0,, 1.12µm, under display;Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);8 GB;256 GB;6500 mAh;1116 x 2480 pixels;1 tỷ màu, 120Hz, 1600 nits;Android 14;;;;
iphone 13 pro max i vn;27990000.0;6.7 inches;Super Retina XDR OLED;Camera góc rộng: 12MP, ƒ/1.5  Camera góc siêu rộng: 12MP, ƒ/1.8  Camera tele : 12MP, /2.8;12MP, ƒ/2.2;Apple A15 Bionic 6 nhân;6 GB;1 TB;4352mAh;2778 x 1284 pixel;Tần số quét 120 Hz, 1200 nits, Super Retina XDR với ProMotion 6.1‑inch,  OLED, 458 pp, HDR display, True Tone, Wide color (P3), Haptic Touch;iOS15;;;;
iphone 13 pro;21990000.0;6.1 inches;Super Retina XDR OLED;Camera góc rộng: 12MP, ƒ/1.5  Camera góc siêu rộng: 12MP, ƒ/1.8  Camera tele : 12MP, /2.8;12MP, ƒ/2.2;Apple A15 Bionic 6 nhân;6 GB;128 GB;3,095mAh;1170 x 2532 pixels;Tần số quét 120Hz, 1200 nits, Super Retina XDR với ProMotion 6.1‑inch,  OLED, 460 pp, HDR display, True Tone, Wide color (P3), Haptic Touch;iOS15;;;;
honor x7c;4290000.0;6.77 inches;IPS LCD;Camera chính 108MP (f1.75) + Camera cận cảnh 2MP (f2.4);8MP (f/2.0);Qualcomm Snapdragon 685;8 GB;256 GB;6000mAh, 35W (11V/3.2A);720 x 1610 Pixels;1610 x 720 Pixels16.7 triệu màuCảm ứng đa điểm, hỗ trợ nhận diện tối đa 10 điểm chạm;MagicOS 8.0, dựa trên Android 14;120 Hz;Adreno 610;IP64;35 W
tecno spark 30;3290000.0;6.78 inch;LCD;108MP;;MediaTek D6300;6GB + Mở rộng 6GB;128 GB;5000mAh;1080 x 2460 Pixels;120Hz;Android;90 Hz;Mali-G52 MP2;IP64;
xiaomi redmi 12c;2190000.0;6.71 inches;IPS LCD;Camera góc rộng: 50MP, PDAF  Camera đo độ sâu: 0.08MP;5 MP;Mediatek MT6769Z Helio G85 (12nm);4 GB;64 GB;5,000 mAh;720 x 1650 pixels;500 nits;Android 13;;Mali-G52 MC2;;10
honor power 2;11280000;6.79 inches;AMOLED;Camera kép 50 MP + 5 MP góc siêu rộng;16 MP;MediaTek Dimensity 8500 Elite;12;256;10080mAh;2640 x 1200 pixels (FullHD+);Độ phân giải màn hình: 2640*1200 điểm ảnhGam màu rộng DCI-P3, 1,07 tỷ màuĐộ sáng cực đại HDR: 8000nitsĐộ sáng đỉnh toàn cầu: 1800nitsHỗ trợ đa chạm, lên đến 10 chạm;MagicOS 10 (dựa trên Android 16);120;Mali-G720 MC8;IP68, IP69, IP69K;27
xiaomi 13;16490000.0;6.36 inches;AMOLED;Camera chính: 50MP, f/1.8, HyperOISCamera tele của Leica: 10MP, f/2.0, OISCamera góc siêu rộng Leica: 12MP, f/2.2,;Camera selfie trong màn hình 32MP, f/2.0;Chip Snapdragon® 8 thế hệ thứ 2;8 GB;256 GB;Pin 4500mAh;1080 x 2400 pixels (FullHD+);Tốc độ lấy mẫu cảm ứng: lên tới 240Hz, Độ sáng: HBM 1200 nits (typ), độ sáng tối đa 1900 nits, HDRTầm nhìn Dolby® HDR10+, Gam màu: DCI-P3;MIUI 14, Android 13;;;;
samsung galaxy s23 plus;19990000.0;6.6 inches;Dynamic AMOLED 2X;Camera chính góc rộng: 50 MP, f/1.8, Dual Pixel PDAF, OIS Camera tele: 10 MP, f/2, 3x optical zoom  Camera góc siêu rộng:12 MP, f/2.2;12MP,  f/2.2;Snapdragon 8 Gen 2 (4 nm);8 GB;256 GB;4700 mAh;1080 x 2340 pixels (FullHD+);Tần số quét 120Hz, HDR10+, Kính cường lực Corning® Gorilla® Glass Victus® 2;Android 13;;;;
nubia a36;0.0;6.75 inches;IPS LCD;13M+0.08M, AF + FF;5M, FF;T7200;4 GB;64 GB;5000 mAh;720 x 1600 pixel;Tần số quét 90 Hz;Android 15;90 Hz;ARM Mali G57;;10 W
oppo find n6 tin;0.0;8.12 inches;LTPO OLED;;Màn hình chính: 20 MPMàn hình ngoài: 20 MP;;;;6.000 mAh (điển hình)Pin kép ~5.850 mAh;1.792 x 1.920 pixels;Tần số: 120HzMàn hình gập: 2K;ColorOS 16, nền tảng Android 16;;;;
xiaomi redmi note 12 turbo;0.0;6.67 inches;OLED;"Camera góc rộng: 64 MP, 1/2"", 0.7µm, PDAF, OIS Camera góc siêu rộng: 8MP, f/2.2, 120˚, 1/4"", 1.12µmCamera Macro: 2 MP, f/2.4";Camera góc rộng: 16 MP;Snapdragon 7+ Gen 2 (4 nm);8 GB;256 GB;5000 mAh;1080 x 2400 pixels (FullHD+);Tần số quét 120Hz, 68 tỷ màu, Dolby Vision, HDR10+, 1000 nits;Android 13;;;;
xiaomi redmi turbo 4;0.0;;;;;;;;;;;;;;;
xiaomi redmi note 12s;4990000.0;6.43 inches;AMOLED;Camera chính: 108MP, f/1.89Camera góc siêu rộng: 8MP, f/2.2, FOV 118°Camera cận cảnh: 2MP, f/2.4;16MP, f/2.45;MediaTek Helio G96;8 GB;256 GB;5000 mAh;1080 x 2400 pixels (FullHD+);Tần số quét 90Hz, Độ sáng: tối đa 700 nit (typ), 1000 nits cực đại (typ), Kính Corning Gorilla Glass 3Chế độ Sunlight, Chế độ đọc sách 3.0;Android 13;;;;
huawei mate xt ultimate;0.0;10.2 inches;LTPO OLED;50 MP + 12 MP + 12 MP;8 MP;Kirin 9010 (7 nm);16 GB;256 GB;5600 mAh;;10.2 inch, Tri-foldable LTPO OLED, 1B màu, 120Hz, 2232 x 3184 pixels (~381 ppi density);HarmonyOS 4.2 (China);;;;
samsung galaxy a14;2990000.0;6.6 inches;IPS LCD;Chính 50 MP & Phụ 5 MP, 2 MP;13MP;Exynos 850 8 nhân;4 GB;128 GB;5,000mAh;2408 x 1080 pixels;Tốc độ làm mới 60Hz và độ sáng tối đa 480 nits;Android 13;;;;
vivo iqoo z9;0.0;6.78 inches;AMOLED;Cảm biến chính 50MP Máy ảnh độ sâu 2MP;16MP;Snapdragon 7 Gen 3;8 GB;128 GB;6000 mAh;;Độ phân giải 1.5K, độ sáng 4,500 nits, tần số quét 144Hz;Android 14;;;;
xiaomi poco f7 pro;0.0;6.67 inches;AMOLED;Camera góc rộng: 50 MP, f/1.6Camera góc siêu rộng: 8 MP, f/2.2;20 MP;Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);12 GB;256 GB;6000 mAh;3200 x 1440 pixel;68B colors, 120Hz, Dolby Vision, HDR10+, 1800 nits (HBM), 3200 nits (peak), Corning Gorilla Glass 7i;Android 15, HyperOS 2;;;;
honor magic 6 pro;0.0;6.8 inches;OLED;Camera chính: 50 MP, f/1.4Camera góc siêu rộng: 50 MP, f/2.0Camera Telephoto tiềm vọng: 180MP, f/2.6, Zoom quang 2,5x, Zoom kỹ thuật số 100x, OIS;50MP, f/2.0  Camera độ sâu 3D;Snapdragon 8 Gen 3;12 GB;512 GB;5600 mAh;;1.07 tỷ màu;Android 14;;;;
meizu 20;0.0;6.55 inches;OLED;"Camera góc rộng: 50 MP, f/1.9, 24mm, 1/1.56"", PDAF, OISCamera góc siêu rộng: 16 MP, f/2.4, 16mm, 122˚ 5 MP, f/2.4";Camera góc rộng: 32 MP, f/2.5;Snapdragon 8 Gen 2 (4 nm);12 GB;128 GB;4700 mAh;1080 x 2408 pixels;1 tỷ màu, Tần số quét 144Hz, 500 nits;Flyme 10;;;;
xiaomi 17;0.0;"6.3"" ";LTPO AMOLED;50 MP;Chính 50 MP & Phụ 50 MP, 50 MP;Qualcomm Snapdragon 8 Elite Gen 5 8 nhân;12 GB;256 GB;6330 mAh;1.5K (1220 x 2656 Pixels);;Android 16;;Adreno 840;IP68;100 W
realme c51;3390000.0;6.74 inches;IPS LCD;Chính 50 MP & Phụ 0.3 MP;5M, f/2.22;Unisoc UNISOC T612;6 GB;256 GB;5000mAh;720 x 1600 pixel;16.7 triệu màu, độ sáng tối đa 560nits;realme UI T Edition - Android 13;;;;
huawei p60 pro;0.0;6.66 inches;OLED;Camera góc rộng: 48MP, f/1.4, PDAF, Laser AF, OIS  Camera kính viễn vọng: 48MP, f/2.1, PDAF, OIS  Camera góc siêu rộng: 13MP, f/2.2;Camera góc rộng: 13MP, f/2.4, AF;Snapdragon 8+ Gen 1 4G;8 GB;256 GB;4815 mAh;;Tốc độ làm mới 120Hz, 1.07  tỷ màu;HarmonyOS 3.0;;;;
infinix hot 50 pro;0.0;6.78 inches;AMOLED;Máy ảnh chính 50MP;8MP;MediaTek Helio G100;8 GB;256 GB;5,000 mAh;;1,800 nits;Android 14;;;;
samsung galaxy s23;0.0;6.1 inches;Dynamic AMOLED 2X;Camera chính 50 MP, f/1.8  & Phụ 12 MP, f/2.2, 10 MP, f/2.4;12MP, f/2.2;Snapdragon 8 Gen 2;8 GB;256 GB;3900 mAh;1080 x 2340 pixels (FullHD+);Tần số quét 120Hz, Kính cường lực Corning Gorilla Glass Victus 2, Độ sáng tối đa: 1750 nits;Android;;;;
google pixel 7 pro;0.0;6.7 inches;;Camera rộng: 50MP, f/1.9, 25mm, 1.2µm, PDAF đa hướng, Laser AF, OIS Camera siêu rộng;;;;;;;;;;;;
honor magic 5 pro;0.0;6.8 inches;LTPO OLED;Camera chính: 50 MP, f/1.6Camera tele: 50 MP, f/2.0Camera góc siêu rộng: 50 MP, f/3.0Camera selfie: 12 MP, f/2.4;12.5 MP;Snapdragon 8+ Gen 3;8 GB;256 GB;5.100  mAh;1312 x 2848 pixels;Tần số quét 120 Hz, 1.800 nits;;;;;
xiaomi 17 pro max;0.0;;;;;;;;;;;;;;;
huawei p60;0.0;6.66 inches;LTPO AMOLED;Camera góc rộng: 48 MP, f/1.4-f/4.0, 25mm, PDAF, Laser AF, OIS  Tele kính tiềm vọng: 12 MP, f/3.4, 125mm, PDAF, OIS, 5x optical zoom  Camera góc siêu rộng:13 MP, f/2.2, 13mm;Camera góc siêu rộng: 13 MP, f/2.4;Snapdragon 8+ Gen 1 4G (4 nm);8 GB;128 GB;4815 mAh;;1 tỷ màu, Tần số quét 120Hz;HarmonyOS 3.1;;;;
xiaomi black shark 5;0.0;6.66 inches;AMOLED;Camera góc rộng: 64 MP, f/1.8, PDAF  Camera góc cực rộng: 13 MP, f/2.4, 120˚  Camera macro: 2 MP, f/2.4;Camera góc rộng: 16 MP;Snapdragon 870 5G (7 nm);8 GB;128 GB;Li-Po 4650 mAh;1080 x 2400 pixels (FullHD+);144Hz, Always-on display;Android 12, Joy UI 13;;;;
google pixel 7;0.0;6.3 inches;AMOLED;Camera rộng:50MP, f/1.9, 25mm, 1.2µm, PDAF đa hướng, Laser AF, OIS  Camera siêu rộng;;;;;;;;;;;;
samsung galaxy s22 plus +;16990000.0;6.6 inches;Dynamic AMOLED 2X;Camera chính: 50 MP, f/1.8   Camera góc siêu rộng: 12 MP, f/2.2  Camera tele:10 MP, f/2.4;10 MP, f/2.2;Snapdragon 8 Gen 1;8 GB;128 GB;4500 mAh;1080 x 2340 pixels (FullHD+);Kính cường lực Corning Gorilla Glass Victus+Độ sáng tối đa  1750 nitsTần số quét 120 Hz;Android 12;;;;
xiaomi 15 pro;0.0;6.73 inches;;;;Snapdragon® 7s Gen 3;8 GB;256 GB;;;;;;;;
honor magic 5;0.0;6.73 inches;OLED;Camera chính góc rộng: 54MP, f/1.9  Camera chính góc siêu rộng: 50MP, f/2.0  Camera Telephoto: 32MP, f/2.4, 2.5x Optical Zoom, 50x Digital Zoom, OIS;12MP;Snapdragon 8 Gen 2;12 GB;256 GB;5100 mAh;;1.07 tỷ màu;Android 13;;;;
google pixel 9 pro;0.0;6.3 inches;LTPO OLED;Góc rộng 50 MP,ƒ/1.68 Góc siêu rộng 48 MP, f/1.7  với Lấy nét Macro Ống kính tele 48 MP, f/2.8,  5x;42 MP, ƒ/2.2;Google Tensor G4;16 GB;128 GB;4,700 mAh;;Tỷ lệ khung hình 20:9, 495 PPI, Kính bảo vệ Corning® Gorilla® Glass Victus® 2,  2,000 nits, Hỗ trợ HDR, 16 triệu màu, 1280 x 2856;Android 14;;;;
google pixel 8 pro;0.0;6.7 inches;OLED;Camera chính độ phân giải: 50MP, f/1.7, 25mm, công nghệ gộp điểm ảnh, PDAF, lấy nét laze nhiều vùng, chống rung OISCamera tele: 48MP, f/2.8, công nghệ dual pixel PDAF, hỗ trợ chống rung OIS, zoom quang 5x;10,5 MP;Google Tensor G3 tiến trình 4nm;8 GB;128 GB;5,050 mAh;;Tần số quét 120Hz, HDR10+;Android 14;;;;
google pixel 9;0.0;6.3 inches;OLED;Camera góc rộng: 50MP, f/1.68  Camera macro: 48 MP, f/1.7;10.5 MP, f/2.2;Google Tensor G4;12 GB;128 GB;4,700 mAh;1080 x 2412 pixels;Tỷ lệ khung hình 20:9, 422 PPI, Kính bảo vệ Corning® Gorilla® Glass Victus® 2,  1,800 nits, Hỗ trợ HDR, 16 triệu màu;Android 14;;;;
realme 11;4590000.0;6.4 inches;Super AMOLED;Chính Prolight 108MP  + Chân dung 2MP;16MP;Chip Helio G99;8GB + Mở rộng 8GB;128 GB;5.000 mAh;1080 x 2400 pixels (FullHD+);90Hz, dộ sáng tối đa 1000nit, mặt kính Corning Gorilla Glass 5,16.7 triệu màu;realme UI 4.0 Trên nền tảng Android 13;;;;
xiaomi 17 pro;0.0;;;;;;;;;;;;;;;
honor 200 pro;0.0;6.7 inches;OLED;50MP, f/1.9 và hỗ trợ chống rung quang học (OIS)Camera telephoto 50MP với khả năng zoom quang học 2.5x, khẩu độ f/2.4 và hỗ trợ OIS12MP;50MP;Snapdragon 8s Gen 3;12 GB;256 GB;5200 mAh;;Tần số quét 120Hz;Android 14;;;;
nothing phone 2;0.0;6.55 inches;OLED;Camera góc rộng: 108 MP, f/1.9, 24mm, PDAF, OISCamera góc siêu rộng: 20 MP, f/2.2, 114˚Camera macro: 2 MP f/2.2;16 MP;Snapdragon 8 Gen 2 (4 nm);8 GB;256 GB;5000 mAh;1080 x 2400 pixels (FullHD+);Tần số quét 120Hz1 tỷ màu, HDR10+, 500 nits (typ), 950 nits (tối đa)Corning Gorilla Glass 6;Android 13;;;;
oppo a56;0.0;6.5 inches;IPS LCD;"Camera góc rộng: 13MP, f/2.2, 25mm, 1/3.06"", 1.12µm, PDAF  Camera đo độ sâu: 2MP, f/2.4";Camera góc rộng: 8MP, f/2.0;Mediatek MT6833 Dimensity 700 (7 nm);4 GB;128 GB;5000 mAh;720 x 1600 pixel;Độ sáng 480 nits  Kính cường lực Corning Gorilla Glass 3;Android 11;;;;
xiaomi 13 ultra;0.0;6.73 inches;LTPO AMOLED;"Camera góc rộng: 50.38MP, f/1.9 hoặc f/4.0, 23mm, Laser AF, OISKính tiềm vọng Tele: 50MP, f/3.0, 120mm, 1/2.51"", Dual-Pixel PDAF, OISCamera chụp xa: 50MP, f/1.8, Dual-Pixel PDAF, OIS, 3.2x optical zoomCamera góc siêu rộng: 50MP, f/1.8, 1";Camera góc rộng: 32 MP, f/2.0, 22mm, 0.7µm;Snapdragon 8 Gen 2 (4 nm);12 GB;256 GB;5.000 mAh;1080 x 2400 pixels (FullHD+);1 tỷ màu, Tần số quét 120Hz, Dolby Vision, HDR10+, 1300 nits;Android 13;;;;
infinix gt 20 pro;0.0;6.78 inches;AMOLED;108MP+2MP+2MP;32 MP;Dimensity 8200 Ultimate (4 nm);12 GB;256 GB;5000mAh;;;;;;;
zte nubia z60 ultra;0.0;6.8 inches;AMOLED;Camera chính: 50MP, Tele kính viễn vọng: 64 MP, f/3.3, PDAF, OIS, 3.3x optical zoom (vs. 26mm cam) Camera góc siêu rộng: 50MP,, f/1.8, AF;Camera góc rộng: 12 MP;Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm);8 GB;256 GB;6000 mAh;1116 x 2480 pixels;1 tỷ màu, Tần số quét 120Hz, HDR10+, 1500 nits;Android 14, MyOS 14;;;;
xiaomi redmi k70;0.0;6.67 inches;OLED;Camera góc rộng: 64 MP, f/1.8, PDAF, OIS Camera góc siêu rộng: 8 MP, f/2.2, 120˚ Camera macro: 2 MP, f/2.4;Camera góc rộng: 16 MP, f/2.5, HDR;Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm);8 GB;128 GB;5500 mAh;1440 x 3200 pixels (QHD+);68 tỷ màu, 120Hz, Dolby Vision, HDR10+, 1400 nits (tối đa), tỷ lệ 20:9;Android 13, MIUI 14;;;;
